,txt
1717,기대보다 더 재밌게 본 영화공포라기 보다는 감동을 더 먹은 영화입니다그래도 공포영화 답게 완전 깜짝 놀라고 긴장될 때도 있었습니다저는 이 영화가 담고 있는 의미가 느껴져서 좋았어요 영화관 가서 사운드 있게 봐야 해요 꼬옥 공포영화만을 위한 사람들에게는 별로일 것 같긴 합니다ㅎㅎ 
1718,ㅠㅠ 그저 감탄 너무 감동적이고 느끼는게 많은 영화였음 
1719,아이들의연기가 너무 좋습니다  
1720,이야 재밌게 잘 봤네요 
1721,소름이 몇번이나 돋던지집에서 혼자 새벽에 보면 백프로 웁니다 
1722,넷플릭스에 떠서 볼지말지 고민하고있으면 진격의 거인을 보셈 100배 이득 ㅋㅋ 
1723,액션만 볼려고 했는데 액션은 약하고 의외로 약간 감동코드로 가네 
1725,인생을 하루하루 똑같은 틀 속에서 살고 있다는 느낌이 많이 들었는데 영화를 보고 다시 인생을 열심히 살 수 있는 용기를 얻었어요 
1726,기억에서 지워지지가 않는다 계속 계속 조제가 생각난다 
1727,나의 불꽃에 대해 생각해볼 수 있었던 영화입니다 존의 삶의 목적이라 생각했던 재즈가 막상 목적이라하기보단 행복한감정을느끼게하는 것임을 알 수 있었고 나의 꿈과 불꽃 나를행복하게 하는 것이 무엇인지에 대해 고민할 수 있었습니다 
1728,평점에 속았다 내 스타일은 아님 
1730,소이가 인기가 많을 정도로 얼마나 귀엽게 연기했는지 알게되었다 
1731,일상생활의 소중함을 다시한번 느끼는 계기가 되었어요 마지막부분이 감동적이네요 
1732,taiwan no1 
1733,유치했어요 애니메이션으로 나왔어야 햇을듯 
1734,진짜 재밌어요 음악인들은 한번쯤 보세요 
1736,대학교를 이번에 입학했는데 감명깊게 봤네요역시 pixar 
1737,이렇게 좋은 날에 영화관에 앉아 좋은 영화를 볼 수 있다는 것 자체가 우리 삶의 행복입니다 
1738,애틋하고 뭉클했던 마지막 장면에 눈시울이 올라온사람 손들어  
1739,많은 생각도 들고 기분좋아지는 영화 
1740,지금까지도 가끔씩 생각나는 해바라기 명장면이 너무 많음김래원 카리스마 짱 
1741,등장인물들이 힐링하는건 그렇다 치고 정작 저 장소에 사는 주민들에게 때로 달리는 오토바이 소리는 힐링되는걸까 적당히 유명세 있는 선착장만 가봐도 즐기는건 캠핑하는 인간들이요 온갖 소음과 쓰레기로 몸살 앓는건 주민들인거만 봐도 누군가의 힐링을 위해 누군가가 희생되야 되는 상황을 좋게 보긴 힘든거 같다 
1742,기대안하고 봤는데꽤 괜찮다 영상미도 좋고 내용의 전개가 깔끔하다영상기술도 독특하다 
1743,영화 만들어주셔서 감사합니다감동적이고 여운이 남는 인생 영화였습니다 
1744,살면서 대단한 누군가를 좇는것이 중요하고 행복해지는 길이라고 여기며 불안하다고 느낄 때내가 지금 느끼는 것을 온전히 즐기는게 중요하고 행복해지는 길이라는 것을 알려준 영화 
1745,짱입ㄴ다정말꼭꼭 보세요 
1746,삶이란 무엇인지 다시 생각해보게 해주는 영화 
1747,영화를 보는 내내 느낀 감정은 그저 사치스러울 뿐이다 
1749,영원한 숙제 사람은 왜사는가에 대해 잔잔한 해답을 주는 어른들을 위한 애니메이션 
1750,개인적으로 미키루크 리즈시절 작품 중 세 손가락 안에 들어갈 영화 우수에 찬 눈빛 말론브랜도를 연상시키는 엑센트 쓸데없이 너무 잘생긴 미키루크를 요즘 애들은 괴물로만 알고있으니 안타까운 일이다 
1752,so inspiring 인생 애니메이션 
1753,고졸에 토익점수도 없는 여성들이 그저 여성이라 차별받는다는 첫 장면을 보고 바로 껐습니다 
1754,딸을 둔 아빠가 보면 좋은 영화 
1756,역시 이병헌 최고싶니다 
1757,좋네요 삶을 소중히 여겨볼 마음이 생겨요 
1758,내인생의목적은 
1759,단순하고 무난한 얘기가 너무 깁니다 이미지가 그닥 흥미로운 것도 아니고 이야기가 흥미로운 것도 아니고 지루한 건 어쩔 수 없는 것 같습니다 
1760,집착이 아닌 집중으로 삶은 그 자체가 목적이자 즐거운 항해이다 
1761,영화 마지막 장면의 토크쇼중 레리킹의 말처럼 국가안보를 위해 정보는 필요하지만 개인을 감시할 의무는 없다 딱 우리나라 이야기 
1762,중간중간 봉황 나오는게 너무 유치하다싶은 느낌이초등학생도 보면서 너무 유치해 해요 
1763,차승원 리즈시절이라 얼굴이진짜이쁘고잘생김 아이들도차승원도 또조연들도진짜연기잘하심 볼때마나눈물짓는 감동적인영화진짜안본사람부러운영화잔잔하고 재미있으면서유치하지않고 감동적임 
1764,넷플릭스로 봐서 다행ㅋㅋ 
1765,코로나 19 이겨내자 
1766,코로나로 인한 언택트 시대에 우울감을 나릴 수 있었어요 재즈라는 자유로운 음악 소재를 통해 보이지는 않지만 우리가 삶을 살아가는데 있어 무엇보다 중요한 본질이 무엇인지 가슴이 터치되어 감사하고 좋은 시간됐어요 고맙습니다  
1767,별5개 주고 싶지만 왠지하나 빼고 싶다한국은 왜 우주영화 하나 없을까 중국도 하는데 상해보루와 함께 보길 추천 
1768,영화를 본 오늘 다시 태어난 것 같습니다 항상 생각했지만 막상 살다보면 안그랬는데 마음이 새롭네요 인생영화 
1769,무슨 말도 안되는 얘기를 되게 감동있게 하려고 애씀돈아깝다 
1770,재밌고 감동적임 볼만함 
1771,제법 스릴 있게 만들었군 
1773,초등3학년 아이들과 봤는데 애들에겐 재밌는 스토리가 아니였어요 저는 감동적이였어요 다만 사후세계 부분은 좀 지루했고요 
1774,재미보단 나는 현재를 어떻게 살고 있는지 생각해보게 해줬어요 가지고 있던 고민들이 많이 정리된 듯 해요 삶에 자신감을 주는 영화 
1775,어른들에게 말하는 바가 많은 영화 
1776,토이스토리가 내 인생영환데 이번에 소울로 갈아탑니다 
1777,짱 너무너무 재밌음 추천 
1778,영화관을 나서면서 다시 태어난 기분이 듭니다 
1779,스토리는 그냥저냥이지만 영상미가 너무 좋은작품 
1780,심장이 쫄깃 한 영화네요 
1781,처음 3분동안 그저그런 내용일거라 생각했다가 마지막 10분을 울면서 나왔다 
1782,즐겨라 지금 여기 
1783,아이들 친구끼리 갔는데 재밌다고하네요또 보고싶다고합니다 
1785,소울 주제  인생 별거 없다 현재를 즐기며 살아라 카르페디엠 
1786,인생을 살아갈 불꽅을 일깨워준 어른용 동화 
1787,진짜 눈물 나요 오에스티랑 그 영상미랑 그 분위기 진짜 죽겠어요 관객들 눈물샘 살살 건드리고는 갑자기 어 이제 울어라 하는 타이밍 진짜 잘 만드셨습니다 몇 번 봐도 질리지 않는 갓 신카이 마코토 신작은 어디쯤 와있나요 기대합니다 아이니데키루 코토와 마다 아루카 
1788,항상 말하지만 애니메이션은 어른이 봐야 하는 장르이다 최고다 
1789,견찰이 견찰했네 견찰이 존중받으려면 희생정신이 깔려야하는데 견찰이 가진건 선민의식이라 니네들이 아무리 수사종결권 같은거 가져가 봐라 사람들이 너네를 존중하나 이제 뒷돈 받고 고발당하고 짤리는 견찰들만 더 나오겠지 
1790,4편의 단편영화를 통해 오늘우리의 안부를 묻는다 첫작품인 낙과가 가장 돋보인다다양한 가족 형태를 보여주는 것이 공통된 특징이다 
1791,감동이네요 
1792,김대중노무현깨어 있는 시민이 되겠습니다 
1793,어디 ooo 짱깨영화를 들여오노 
1794,응 짱깨영화는 거름 정보고싶으면 짱깨들처럼 불법토렌트 돌려서 봐라ㅋㅋ 
1795,22 진짜 귀엽고 시니컬한데 또 보면 맞는 말만 함 ㅋㅋㅋ 22랑 친구하고파 
1796,깨달음을 주는 영화네요 추천요 
1797,디즈니가 이제 소재가 없긴 하나보네요 억지로 짜내는 감동에 보는 내내 짜증이 났어요 재즈 모르는 사람이라 그런지 공감도 되지 않고 대부분의 사람들이 이미 알고 있는 인생을 살아가는 이유에 대해 장황하게 설명하는 것이 보는내내 한숨을 내쉬게 답답함을 느끼게 되더군요기대를 해서인지 그 실망감은 더 컸습니다 혹시 평점을 보고 보혀고 결정하신 분은 기대하지 말고 보시기를 권합니다 
1798,영혼의 멜로디가 느껴져요 
1799,평론가라는 사람이 밀가루낭비가 뭐냐 그러고도 평론가라고 씨부리고 다니지 참 어이없네 
1800,매 순간의 소중함과 일상에서 놓치고 있는 작은 행복들을 일깨워주는 아름다운 영화 
1801,최악의 망작 내 인생에 있어서 최악의 영화라고 자신있게 말할 수 있다 
1803,마흔이 다되가는 이 나이에 애니메이션을 보고 가슴이 뜨거워질수 있다니 
1804,좋은주제를 유쾌하게 굿 
1805,7살 딸과 오랜만에 즐겁게 관람했습니다 
1806,예술을 하는 사람이라면 한번쯤 생각해볼만한 
1807,영화가 뭘 이야기하려는 건지 모르겠다 강재훈 지점장의 선택을 덤덤하게 표현하는게 전부다 선택을 비난하지도 동정 하지도 않는다 전부 관객에게 맡긴다 그러면서 제목은 싱글라이더다 하고싶은 말이 있으면 제대로 할것이지 겨우 제목으로 작게 표현한 소심함에 헛웃음이 난다 이병헌의 연기가 아니었으면 훨씬 저평가됐을 작품 
1808,너무 마음이 찢어져서 죽을거 같아요 그리고 다른 리뷰에도 있지만 후반부 쿠키영상 있으니 꼭 엔딩곡 나와도 나가지 말고 기다려주세요 
1809,피자먹구싶어요 나도 페퍼로니 
1810,오페라의 유령뮤지컬 보고 너무 좋아서영화 보고 이것도 봤는데 내용이 정말 막장이라괜히 봤다 싶음 
1811,좀비가 감정이 있네 계단도 올라갈줄 알고 문도 열줄 알고 박신혜는 줄을 자르면 될걸 왜 탁자가서 풀려고 함 ㅋㅋ 
1812,이정현 트럭 앞에서 서대위랑 만났을때 그냥 죽였으면 됐잖아 그리고 차들이 단체로 달리는데 그냥 바퀴에다 총 쏘면 못달리게 될거 뒤에다 쏴서 뭐함 몰입감은 좋은데 맨뒤에 억지감동에 제인에서 웃음터짐 
1813,꿈보다 해몽이라고 별 의미부여하면서 영화 빨아대는 애들은 참 ㅋㅋ 
1814,carpe diem 
1815,어떤 큰 포부나 꿈도 중요하지만오늘 하루하루 일상을 행복하게 지내는것도중요하다는것을 느끼게하는 영화다 
1816,최고입니다어떻게 이런 스토리텔링이보면서 영혼22호가 저 같았어서 공감가고 눈물도 많이 흘렸어요인생영화생각할 거리가 많은 깊이 있는 영화에요 
1817,내가 왜 살고 있는지 의문이 들 때 보면 좋을 영화 
1818,공감이 많이 되고 재밌습니다 
1819,애들이 보기엔 어른을 위한애니메이션열심히 살아야지 
1820,오랜만에 진짜많이 울었네요 
1821,한번쯤 보면 좋을 영화였습니다 추천합니다 
1822,삶을 되돌아 보게 만드는 영화좋았습니다 
1824,그냥 살다가 발견하는 불꽃 
1825,크리스 파인이 좋았음 
1826,감동이 있네요 삶이 힘들때 보면 좋은 영화 
1827,완벽한 마무리 정말 감동스러웠다 
1828,애니메이션계의 인터스텔라 
1829,감동적인 스토리와 귀여운 영상미 그리고 아름다운 노래들까지 완벽했던 영화 
1830,피자맛을 아는 그런 평범한 일상조차아름답다 
1831,수학 가형 30번보다 어렵다 
1832,진짜 인생영화에요ㅜㅜㅜ 다들 꼭 보세요 연기도 다들 너무 잘하시고 스토리가 진짜 웃겼다가 심각했다가 슬펐다가 하나도 빠짐없고 너무 재밌게 봤어요 안 보시면 진짜 후회하실거에요ㅜㅜ 
1833,나는 잘 살고 있는 걸까 나는 어떤 인간 인 걸까 내 관심사는 무엇이었던 걸까 
1835,정준영 강간범 몰카범 나오는 영화였누 
1836,영화관에서 볼때의 그 모든순간을 계속기억하고싶다 내내 웃고 울었다 위로받기에 충분히 따뜻했다  
1837,예전부터 너무 보고싶었던 거라 재개봉에 환호를 지르며 보러 갔습니다 ㅎㅎ 마지막까지 가슴 먹먹하지만 화양연화다운 결말이라고 생각해요 
1838,요키가 너무너무 귀여움 
1840,인생영화입니다 몰입도 스토리 영상미 뭐하나 빠지는게 없네요 
1841,나쁜사람들 사람들의 이기적인면을잘 보여주고있네요 
1842,꼭 보세요 두번 세번 보세요 
1843,자네 꿈이 먼가제 꿈은 매 순간을 즐기는 게 꿈입니다 
1844,중국은 인류의 적이 맞나보나이걸 영화라고 화난다 정말 
1845,오랜만에 좋은 영화 보고 갑니다 
1846,유치하기로 따지면 정말 역대급 ㅋㅋ 자전차왕이랑 비슷한 cg수준 
1848,실망이에요 이렇게 좋은 소재로 
1849,가볍게 시간 죽이기용으로 보기 좋다 
1850,21세기에 이런신파 국뽕 영화를 볼수있다는 것에 감사하며 남들보다 05점 더 주었습니다 
1851,잔잔한 감동 후에 왠지 어깨가 조금 가벼워지는 영화 
1852,힘들 때 인생이 의미없다고 느껴질 때 꼭 다시 보기 
1853,그냥 삶자체를 즐기면돼ㅠㅠ 
1854,어른을 위한 애니메이션 
1855,내 인생을 너무 무의미하게 살아가고 있다는걸 깨닫게 해주는영화 
1856,믿고보는 야구치 시노부 
1857,꼭보세요 두번세번보세요 
1858,이병헌에 이병헌의 이병헌을 위한 작품 대한민국 최고 배우 몇번을 봐도 소름돋는 연기에 감탄을 보냅니다 병헌이형 짱 
1859,둘의마음이 다이해가간다 
1861,가족들과함께볼만한영화였습니다 
1862,캐릭터들도 개성있고 서사가 훌륭합니다 
1863,매우매우 감동적이다 
1864,액션도 없고 재미 없음 
1865,목적없이 사는 인생이 얼마나 아름다운가그저 살아있다는 자체만으로 
1866,최근에 나온 영화중 제일 재밌었당 스토리의 개연성연기 결말까지 과도한 피범벅 장면이나 사람을 난도질하는 잔인함도 걷어내고 스토리와 연기만으로 긴장감을 끝까지 유지한 스릴러라서 추천 
1867,뻔하지만 와닫는 주제 시작은 신선했으나 결말에 가서 진부해지는 표현 
1868,22를 강조하네요 22살 고민이 많을나이죠 
1869,나의인생 현재진행형 
1870,세상에 이렇게 더러운 영화는 첨봤다 
1871,고유한 소울과함께 세상에 태어난 존재인것만으로도 아름답고 완전하다고 말해주는 인류애 가득한 이야기 이 생을 살아가는 현실에서 너 자체로 충분하다 괜찮다 말해주는이는 드물고 이세상을 살아가기에 본인은 어울리는 사람이 아니라는 생각에 사로잡혀 방황하는 영혼들이 있다 픽사와 디즈니가 창작물을 빌려 이시대를 살아가는 방황하는 영혼들에게 위로를 건네는 따뜻한 영화 
1872,길잃은 젊은 영혼들에게 
1873,잔잔하게 보다가 마지막에 눈물 터짐 
1874,이딴 영화 만들기전에 쥐박쥐좀 그만좀 먹어라 
1875,영화관을 나오자마자 바람냄새를 맡게되는 영화 
1876,평점 너무 좋아서 엄청 기대했는데 딱히 뭘 느끼진 못했네유 
1877,불필요한 정사씬과 과도한 성형을한 배우들이 어우러져 새로운 k호러 영화의 장을 쓴 영화인듯아마 외국인이 보면 3배는 더 무서워 할것 같음 부제 클론의 정사 
1878,넘잼없었네요평점보고 갔었는데 
1879,어쩌면 우리는 인생에 너무 많은 목적을 부여하며 살아가는걸지도 모른다 그저 삶 자체가 목적임을 너무 자주 잊고 살아왔음을 감동으로 깨닭게 해주는 영화 이제 입시 끝난 사람인데 눈물이 저도 모르게 계속 나던 
1880,ooo꿀잼 내인생영화 등극평소에 명상 형이상학 삶에대한 고민 깊게해본사람이라면 ㅈㄴ좋아할듯 이영화는 소장각이야 
1881,그냥그랬어요 쏘쏘 
1882,꾸르잼 꾸르잼 꾸르잼 
1883,진짜 모든 것을 걸고 내 인생 최악의 영화입니다 호불호 안 갈리고 진짜 재미 없습니다 코로나시국에 오랜만에 스트레스 풀려고 영화 보러 갔다가 스트레스 더 쌓이기만 했습니다 1탄 보다 훨씬 더욱 더 재미 없습니다 개연성액션재미 모든 것이 없는 영화입니다 
1884,여운이 굉장히 강하고 오래 남는 영화네요 
1885,여러번보았어요 ost로 인해 더 감동을 받은것같아요 
1886,맨홀 근처에 안전망만 갖췄어도 이런 개고생은 안 했드아 
1887,민규동 영화 감독의 연출력이 엄청 높으신 영화를 만드셨네요 끝과 시작이라는 영화를 만든 감독님이 2015년에 제작한 영화 간신 영화를 만드신것 같은데요 19금 영화입니다 제가 26살인데요 예고편 지금 볼게요 
1888,영화가 명상스럽네여 현재에 머무는 삶을살아요 
1889,0점이 없는게 화가난다 
1890,황정민의 연기를 보고 새삼 다시 한 번 놀라게 되었다 스토리는 뻔하다면 뻔한 내용이지만 참으로 안타까운 두 남녀의 현실에 나까지 우울하게 만들었다 초반에 표현하는 방법들이 다소 격하고 폭력적인 방법이여서 눈쌀이 찌푸려졌다 그럼에도 사람냄새 나는 모습에 끝까지 보긴 봤다  아쉬움도 있지만 진심을 다해 표현하려는게 보였던 영화라 느낀 감동에 비해 꽤 높은 점수를 주고싶다 
1891,꿀잼 이에요 노래가 정말 굳굳 
1892,별 반개도 아까운 추접스러운 전개와 서사dc가 마블한테 안되는 이유를 확실하게 알려줌 
1893,포커면 포커 드라마면 드라마 어느 하나 만족스럽지 못하다그래서 배우들의 명 연기가 더 아쉬움을 남긴다 
1894,울어따 ㅠㅠ 감동적임 꼭보셈 근데 언제 
1895,상상력엔 한계가 없다 인생에 대해 모두가 머리로 알고있는 이야기를 그 상상력으로 아름답게 풀어냈다 
1896,영화를 보기 전과 후가 달라지는 영화삶의 의미에 대해 감동해 영화를 보다가 자연스럽게 좌석 뒤로 기대 영화관 전체를 훑어보며 생각에 빠지게 된 영화 슬프진 않으나 눈물이 비처럼 쏫아지는 영화코로나로 우울해지고 차가워진 이 세상을 따뜻한 유자차처럼 따뜻하게 감싸주는그야 말로 인생영화였다 
1897,나름 재미있었다 엔딩도 납득 간다 중간에 분명 영숙끼리 통화가 있었으니까 서연이 당하기만 한다는 불만이 많던데 과거와 미래 관계를 생각하면 이 또한 충분히 납득한다 전종서 연기는 말이 필요 없고  그러나 중간부터 발암 때문에 괴롭다 고마워서 너 엄마한테 죽어 알려준 것까진 그렇다 쳐도 머리가 있음 대놓고 네가 죽였니 너 무기징역이야라고 알려줄까 서연을 너무 바보로 만들었네 
1899,오랜기간 잊어버렸던 자신에 대한 생각을 다시 해보게 하는 좋은 애니메이션입니다 
1901,마지막 반전의 반전이 없었다면 그래도 식상한 반전영화 축에는 속했을텐데 쓸데없이 반전의 반전을 넣는 바람에 그마저도 못됨 감독 본인도 그대로 끝내면 뻔한 영화가 될까봐 반전 장치를 한 번 더 집어 넣은 거 같은데 그게 오히려 영화를 3류로 만들어 버림 
1902,오랜만에 김윤석 배우님 연기 너무 좋았다 
1903,바쁘게 살게해준 영화 최고의 영화 
1904,이게 바로 경찰들이 할 일이다 
1905,바버샵 사장님 인상적이였어요 
1906,인생에 거창한 목적이 없어도 괜찮아 
1907,세번째 봐도 최고입니다 
1908,좋은 영화였습니더 결말이 
1910,삶과 죽음 반드시 한번씩 거쳐갈 수 밖에없는 과정 어느 누구의 삶도 의미없는 삶은 없는것 같네요피아노 치며 눈물흘릴때 같이 울었습니다어느 40대 가장 
1911,영화에 쌍둥이가 반복 등장하는 건 자기 안의 일상성과 예술성을 똑같이 존중하고 아름답게 가꿔나가라는 뜻일까요 
1912,요즘 나오는 억지 신파와 코미디와는 비교가 불가능한 무성영화 
1913,특별한 이야기는 아니지만 아름다운 영상미와 음악으로 표현해낸 연출에 감동받았어요 
1914,전 세계가 힘든 이 시기에 큰 위로와 감동을 주는 영화였습니다 삶은 살아가는 것만으로도 의미가 있네요 
1915,박평식 평론가는 숫자를 6까지 밖에 못배웠는가거의 모든 영화 평론에 6점이 넘는 게 없으니그는 산수를 배우다 만 것이 분명하다 
1916,모든 사람들은 어느 순간에 부모님을 떠나 이런저런 경험을 통해 성장하게 된다 
1917,인생은 즐기는거다라는 알게 해준영화였습니다 어른을 위한영화이네요 
1918,단하나도 아무것도 추천할수가 없다  스토리 연출 영상 그냥 b급보다 못한 3류 그냥 막장드라마 한편보는게 나을듯 
1919,자기 자신에게 부여한 이미지 강박관념이무색하다는 교훈이랄까 
1920,두주인공이름만 보고 선택했는데역시나 기대를 저버리지 않네요최고이제라도 이영화를 알게 되서 다행 
1921,나는 마치다군보다 감독을 더 이해할 수 없다 
1923,와 내 바지 어디갔어ㅠㅠ 
1924,음악은 0점 줄수있는데 영화는 왜 안됩니까 
1925,인생의 의미를 되돌아보게 하는 수작초반에 약간 지루한 면이 없지않아 별 하나 뺌 
1926,마지막 시리즈에서 모든 것을 쏟아부은 느낌 스네이프가 제일 멋있었다 
1927,어른들을 위한 따뜻한 애니메이션 
1929,아 씨발 이게 뭐야 반전 지린다는 놈들은 뭔 ㅅㅂ 뇌도 없음 부럽다 이게 재밌다니 뭘봐도 재밌을듯 ㅅㅂ 내 2시간 14분 
1930,재밌게 잘봤습니다 
1931,한국영화 수준이 참 
1932,너무 슬퍼서 펑펑 울었어요 
1933,인사이드아웃을 봤을때 그 감동을 다시 느꼈네요 여운이 많이 남는 영화 그리고 영상미 짱 
1934,기대는 하지말고 보세요 
1935,살아있는 1분 1초가 아름답다 
1936,롱테이크가 몰입감을 줍니다음향 끝내주고요 
1937,너무 좋아요 찐한 감동이 밀려왔습니다 
1938,감동적이었어요나도 자유를 위해 북으로 가고 싶어졌어요 
1939,내가 있는 곳도 바다일까 
1940,영화보러다닌지 50년도 훨씬 넘은것 같은데 영화보다 중간에 나와보기는 처음입니다 아무리 저예산으로 만든다지만 이건 아니잔아요ㅋㅋ 너무너무 재미없는영화 역대 1위라고 단언컨데 말하고싶음 ㅋㅋ 
1941,감동그자체 임수정의 연기와 황정민의 감정씬 
1942,삶에 지친 영혼들에게 진심 위로가 되는 영화 
1943,잔잔한 영화 깊지않은 교훈 
1944,이정재가 다했다 이정재가 다했다 
1945,대표적인 발암영화 답답해서 내가 죽을거같은 영화 
1946,쓰레기 감상포인트 없음 
1947,봐도봐도 재미있습니다 그냥 딱 명작임 
1948,애들이랑 같이 봤는데 넘 좋았어요 째즈부분이 조금만 더 나왔다면 더 좋았을것 같아요 ㅎㅎ 
1949,거창한 목적이 아닌 사소한 하루의 일상도 빛난다고 말해주는 힐링 영화 
1950,잔잔함 속에 숨어있는 부모라는 의미후회하지 않기 위해선 유전자를 택해야 한다는 다짐은고사리 손으로 하나하나 찍었을 사진들에 주인공과 관객 모두 무너졌다 
1951,최수현아카이이번에도 내 심장을 저격했다 
1952,암청난 소재인데 감독이 영화를 망쳤다  인표형 응원합니다 
1953,너무유치하고 노잼임 최신영화인게 이해가안감 
