,방송일시,상품명,상품군,lightGBM_pred,DNN_pred,Voting_pred
86,2020-06-02 12:20,라라쎄 쉬폰 롤업재킷 1종,의류,27560278.36,27181736,27371007.18
87,2020-06-02 12:40,라라쎄 쉬폰 롤업재킷 1종,의류,41558797.47,34972240,38265518.74
88,2020-06-02 13:00,라라쎄 쉬폰 롤업재킷 1종,의류,38473829.91,38137892,38305860.95
89,2020-06-02 13:20,CRP-QS107FG/FS 쿠쿠전기밥솥 10인용 2020,주방,10608128.57,13255005,11931566.78
90,2020-06-02 13:20,CRP-P0610FD 쿠쿠전기밥솥 6인용(QS) 2020,주방,10605093.56,13309734,11957413.78
91,2020-06-02 13:40,CRP-QS107FG/FS 쿠쿠전기밥솥 10인용 2020,주방,10914338.15,14419031,12666684.57
92,2020-06-02 13:40,CRP-P0610FD 쿠쿠전기밥솥 6인용(QS) 2020,주방,10914338.15,14377324,12645831.07
93,2020-06-02 14:00,CRP-QS107FG/FS 쿠쿠전기밥솥 10인용 2020,주방,9119034.923,13953012,11536023.46
94,2020-06-02 14:00,CRP-P0610FD 쿠쿠전기밥솥 6인용(QS) 2020,주방,9119034.923,14068072,11593553.46
95,2020-06-02 14:20,레이프릴 데일리 코튼 보정팬티 12종,속옷,23779035.83,25980092,24879563.91
96,2020-06-02 14:40,레이프릴 데일리 코튼 보정팬티 12종,속옷,36675210.18,33390590,35032900.09
97,2020-06-02 15:00,레이프릴 데일리 코튼 보정팬티 12종,속옷,32117522.18,32698872,32408197.09
98,2020-06-02 16:20,유귀열의 귀한 갓김치 5kg,농수축,35479056.93,32137200,33808128.47
99,2020-06-02 16:40,유귀열의 귀한 갓김치 5kg,농수축,48418275.23,41330716,44874495.61
100,2020-06-02 17:00,유귀열의 귀한 갓김치 5kg,농수축,41309325.72,43396544,42352934.86
101,2020-06-02 17:20,피시원 국내산 손질 갑오징어 9팩,농수축,37368511.47,44948588,41158549.74
102,2020-06-02 17:40,피시원 국내산 손질 갑오징어 9팩,농수축,54360877.8,55578428,54969652.9
103,2020-06-02 18:00,피시원 국내산 손질 갑오징어 9팩,농수축,45615085.65,62579408,54097246.83
104,2020-06-02 18:20,캐리어 벽걸이 에어컨 9형 ARC09VBC,가전,4181199.181,5173070.5,4677134.84
105,2020-06-02 18:20,캐리어 벽걸이 에어컨 11형 ARC11VBC,가전,4268749.59,5038481.5,4653615.545
106,2020-06-02 18:20,캐리어 벽걸이 에어컨 13형 ARC13VBC,가전,4336407.042,5053678.5,4695042.771
107,2020-06-02 18:20,캐리어 벽걸이 에어컨 7형 ARC07VBC,가전,4124274.273,5389653.5,4756963.887
108,2020-06-02 18:40,캐리어 벽걸이 에어컨 9형 ARC09VBC,가전,5199225.118,5448823,5324024.059
109,2020-06-02 18:40,캐리어 벽걸이 에어컨 11형 ARC11VBC,가전,5310318.412,5423954,5367136.206
110,2020-06-02 18:40,캐리어 벽걸이 에어컨 13형 ARC13VBC,가전,5390474.862,5375529.5,5383002.181
111,2020-06-02 18:40,캐리어 벽걸이 에어컨 7형 ARC07VBC,가전,7805085.731,7810139,7807612.366
112,2020-06-02 19:00,캐리어 벽걸이 에어컨 9형 ARC09VBC,가전,3155460.468,4554180,3854820.234
113,2020-06-02 19:00,캐리어 벽걸이 에어컨 11형 ARC11VBC,가전,3152770.655,4352962,3752866.328
114,2020-06-02 19:00,캐리어 벽걸이 에어컨 13형 ARC13VBC,가전,3283042.545,4390154.5,3836598.522
115,2020-06-02 19:00,캐리어 벽걸이 에어컨 7형 ARC07VBC,가전,7552801.782,8998071,8275436.391
116,2020-06-02 19:20,(단품)우아미리프트업테이블,가구,1419015.559,2165566.25,1792290.905
117,2020-06-02 19:20,(단품)우아미오토만스툴,가구,1456481.914,2377273.5,1916877.707
118,2020-06-02 19:20,4인용 우아미천연가죽소파,가구,12309254.34,11127244,11718249.17
119,2020-06-02 19:20,6인용 우아미천연가죽소파,가구,4503110.193,3714948,4109029.096
120,2020-06-02 19:20,3인용 우아미천연가죽소파,가구,3651411.51,3667772.5,3659592.005
121,2020-06-02 19:40,(단품)우아미리프트업테이블,가구,1466922.479,2327549,1897235.739
122,2020-06-02 19:40,(단품)우아미오토만스툴,가구,1505366.125,2494472.25,1999919.187
123,2020-06-02 19:40,4인용 우아미천연가죽소파,가구,23969584.11,16038296,20003940.05
124,2020-06-02 19:40,6인용 우아미천연가죽소파,가구,5327908.338,5472199.5,5400053.919
125,2020-06-02 19:40,3인용 우아미천연가죽소파,가구,5449677.329,5405454.5,5427565.915
126,2020-06-02 20:00,(단품)우아미리프트업테이블,가구,980653.163,2202965,1591809.081
127,2020-06-02 20:00,(단품)우아미오토만스툴,가구,1047914.028,2304404,1676159.014
128,2020-06-02 20:00,4인용 우아미천연가죽소파,가구,20763875.83,22357198,21560536.91
129,2020-06-02 20:00,6인용 우아미천연가죽소파,가구,4902087.557,7550802.5,6226445.028
130,2020-06-02 20:00,3인용 우아미천연가죽소파,가구,5152874.859,7456908,6304891.43
131,2020-06-02 20:20,하림뼈없는양념닭발세트,농수축,35266671.67,27026466,31146568.84
132,2020-06-02 20:40,하림뼈없는양념닭발세트,농수축,55946790.52,34009164,44977977.26
133,2020-06-02 21:00,하림뼈없는양념닭발세트,농수축,52808275.46,32124896,42466585.73
134,2020-06-02 21:20,일시불 LG전자 매직스페이스 냉장고,가전,24291021.83,14554787,19422904.42
135,2020-06-02 21:20,무이자 LG전자 매직스페이스 냉장고,가전,22993828.27,15274332,19134080.14
136,2020-06-02 21:40,일시불 LG전자 매직스페이스 냉장고,가전,45527052.95,20813758,33170405.47
137,2020-06-02 21:40,무이자 LG전자 매직스페이스 냉장고,가전,42654304.08,21890914,32272609.04
138,2020-06-02 22:00,일시불 LG전자 매직스페이스 냉장고,가전,37103217.93,25161770,31132493.96
139,2020-06-02 22:00,무이자 LG전자 매직스페이스 냉장고,가전,33664635.82,25617254,29640944.91
140,2020-06-02 22:20,무이자 삼성 UHDTV 75형  / KU75UT7000FXKR,가전,7831411.401,6541288.5,7186349.951
141,2020-06-02 22:20,일시불 삼성 UHDTV 75형  KU75UT7000FXKR + 삼성 사운드바HW-T450,가전,7714908.022,5955659,6835283.511
142,2020-06-02 22:20,무이자 삼성 UHDTV 65형 KU65UT7000FXKR,가전,6621472.702,6622906,6622189.351
143,2020-06-02 22:20,일시불 삼성 UHDTV 65형 KU65UT7000FXKR+삼성 사운드 바 / HW-T450,가전,6685601.959,5835896.5,6260749.23
144,2020-06-02 22:20,무이자 삼성 UHDTV 55형 KU55UT7000FXKR+사운드바HW-T450,가전,6421067.017,6109747.5,6265407.258
145,2020-06-02 22:20,일시불 삼성 UHDTV 55형  KU55UT7000FXKR),가전,6281349.85,5654661,5968005.425
146,2020-06-02 22:40,무이자 삼성 UHDTV 75형  / KU75UT7000FXKR,가전,8815094.037,7641235,8228164.518
147,2020-06-02 22:40,일시불 삼성 UHDTV 75형  KU75UT7000FXKR + 삼성 사운드바HW-T450,가전,9101292.146,6834746.5,7968019.323
148,2020-06-02 22:40,무이자 삼성 UHDTV 65형 KU65UT7000FXKR,가전,7901751.403,8073317,7987534.201
149,2020-06-02 22:40,일시불 삼성 UHDTV 65형 KU65UT7000FXKR+삼성 사운드 바 / HW-T450,가전,8293318.477,6710915.5,7502116.989
150,2020-06-02 22:40,무이자 삼성 UHDTV 55형 KU55UT7000FXKR+사운드바HW-T450,가전,7872644.38,6808410.5,7340527.44
151,2020-06-02 22:40,일시불 삼성 UHDTV 55형  KU55UT7000FXKR),가전,8018603.718,6243086.5,7130845.109
152,2020-06-02 23:00,무이자 삼성 UHDTV 75형  / KU75UT7000FXKR,가전,6119529.649,6250633,6185081.324
153,2020-06-02 23:00,일시불 삼성 UHDTV 75형  KU75UT7000FXKR + 삼성 사운드바HW-T450,가전,5921677.101,5559006,5740341.551
154,2020-06-02 23:00,무이자 삼성 UHDTV 65형 KU65UT7000FXKR,가전,5378110.497,6484552.5,5931331.498
155,2020-06-02 23:00,일시불 삼성 UHDTV 65형 KU65UT7000FXKR+삼성 사운드 바 / HW-T450,가전,5427764.486,5434207,5430985.743
156,2020-06-02 23:00,무이자 삼성 UHDTV 55형 KU55UT7000FXKR+사운드바HW-T450,가전,5204622.147,5672089.5,5438355.824
157,2020-06-02 23:00,일시불 삼성 UHDTV 55형  KU55UT7000FXKR),가전,5116846.772,5163249.5,5140048.136
158,2020-06-02 23:20,실크테라피 오리지널 에센스 패키지,이미용,23926798.16,17508092,20717445.08
159,2020-06-02 23:40,실크테라피 오리지널 에센스 패키지,이미용,35298604.7,23220174,29259389.35
160,2020-06-03 0:00,실크테라피 오리지널 에센스 패키지,이미용,18681396.12,15289977,16985686.56
161,2020-06-03 0:20,[일시불]라쉬반 FC바로셀로나 드로즈 패키지,속옷,8114142.917,9836108,8975125.459
162,2020-06-03 0:20,[무이자]라쉬반 FC바로셀로나 드로즈 패키지,속옷,8644368.576,10802721,9723544.788
163,2020-06-03 0:20,라쉬반 FC바로셀로나 드로즈 8종,속옷,8752203.277,11725845,10239024.14
164,2020-06-03 0:30,[일시불]라쉬반 FC바로셀로나 드로즈 패키지,속옷,11445977.12,10629549,11037763.06
165,2020-06-03 0:30,[무이자]라쉬반 FC바로셀로나 드로즈 패키지,속옷,11282612.09,11570422,11426517.04
166,2020-06-03 0:30,라쉬반 FC바로셀로나 드로즈 8종,속옷,11319990.05,12288139,11804064.52
167,2020-06-03 0:40,[일시불]라쉬반 FC바로셀로나 드로즈 패키지,속옷,8896515.141,10667057,9781786.07
168,2020-06-03 0:40,[무이자]라쉬반 FC바로셀로나 드로즈 패키지,속옷,8655990.758,11745190,10200590.38
169,2020-06-03 0:40,라쉬반 FC바로셀로나 드로즈 8종,속옷,8676917.614,12314384,10495650.81
170,2020-06-03 0:50,[일시불]라쉬반 FC바로셀로나 드로즈 패키지,속옷,7678422.527,9917335,8797878.763
171,2020-06-03 0:50,[무이자]라쉬반 FC바로셀로나 드로즈 패키지,속옷,7287915.765,11158508,9223211.883
172,2020-06-03 0:50,라쉬반 FC바로셀로나 드로즈 8종,속옷,7306222.438,11840338,9573280.219
173,2020-06-03 1:00,[일시불]라쉬반 FC바로셀로나 드로즈 패키지,속옷,5122584.57,9037792,7080188.285
174,2020-06-03 1:00,[무이자]라쉬반 FC바로셀로나 드로즈 패키지,속옷,4934515.47,10222627,7578571.235
175,2020-06-03 1:00,라쉬반 FC바로셀로나 드로즈 8종,속옷,4948033.838,11164315,8056174.419
176,2020-06-03 1:10,[일시불]라쉬반 FC바로셀로나 드로즈 패키지,속옷,4539654.805,9047342,6793498.402
177,2020-06-03 1:10,[무이자]라쉬반 FC바로셀로나 드로즈 패키지,속옷,4777766.592,10114006,7445886.296
178,2020-06-03 1:10,라쉬반 FC바로셀로나 드로즈 8종,속옷,4792736.471,11143265,7968000.736
179,2020-06-03 6:20,크리스티나앤코 시스루앙상블,의류,11427479.93,13688909,12558194.47
180,2020-06-03 6:40,크리스티나앤코 시스루앙상블,의류,17944550.57,17398616,17671583.29
181,2020-06-03 7:00,크리스티나앤코 시스루앙상블,의류,23114473.68,21839058,22476765.84
182,2020-06-03 7:20,LG생활건강 테크 특유취제거 액체세제,생활용품,13482557.32,14018328,13750442.66
183,2020-06-03 7:40,LG생활건강 테크 특유취제거 액체세제,생활용품,20973321.64,17846334,19409827.82
184,2020-06-03 8:00,LG생활건강 테크 특유취제거 액체세제,생활용품,21731029.55,20465754,21098391.77
185,2020-06-03 8:20,실크트리 풍기인견 쿨란쥬 패키지,속옷,13584289.51,14581131,14082710.26
186,2020-06-03 8:40,실크트리 풍기인견 쿨란쥬 패키지,속옷,22197242.91,18214342,20205792.45
187,2020-06-03 9:00,실크트리 풍기인견 쿨란쥬 패키지,속옷,22228444.64,23477498,22852971.32
188,2020-06-03 9:20,무이자 올리고 가스와이드그릴레인지 프리미엄형 +버팔로 캠핑쿨러백,주방,16123797.43,16861696,16492746.72
189,2020-06-03 9:20,일시불 올리고 가스와이드그릴레인지 프리미엄형 +버팔로 캠핑쿨러백,주방,16290920.87,15440853,15865886.93
190,2020-06-03 9:40,무이자 올리고 가스와이드그릴레인지 프리미엄형 +버팔로 캠핑쿨러백,주방,15811129.37,17931816,16871472.68
191,2020-06-03 9:40,일시불 올리고 가스와이드그릴레인지 프리미엄형 +버팔로 캠핑쿨러백,주방,15975729.58,16689990,16332859.79
192,2020-06-03 10:00,무이자 올리고 가스와이드그릴레인지 프리미엄형 +버팔로 캠핑쿨러백,주방,11612234.95,15689904,13651069.48
193,2020-06-03 10:00,일시불 올리고 가스와이드그릴레인지 프리미엄형 +버팔로 캠핑쿨러백,주방,11723470.19,14491020,13107245.1
194,2020-06-03 10:20,몬테밀라노 썸머 프린팅 원피스 4종,속옷,22126015.12,27862442,24994228.56
195,2020-06-03 10:40,몬테밀라노 썸머 프린팅 원피스 4종,속옷,38903724.74,35463228,37183476.37
196,2020-06-03 11:00,몬테밀라노 썸머 프린팅 원피스 4종,속옷,36921483.44,37220648,37071065.72
197,2020-06-03 11:20,에버홈 글라스텐 다지기,주방,21619081.8,23303862,22461471.9
198,2020-06-03 11:40,에버홈 글라스텐 다지기,주방,35082982.11,30295620,32689301.06
199,2020-06-03 12:00,에버홈 글라스텐 다지기,주방,35219636.84,34854640,35037138.42
200,2020-06-03 12:20,1+1세트 보국 왕팬 윈큘레이터 BKF-0F435,생활용품,10821283.58,16387254,13604268.79
201,2020-06-03 12:20,1세트 보국 왕팬 윈큘레이터 BKF-0F435,생활용품,11076559.2,16473546,13775052.6
202,2020-06-03 12:40,1+1세트 보국 왕팬 윈큘레이터 BKF-0F435,생활용품,11129662.91,17259660,14194661.46
203,2020-06-03 12:40,1세트 보국 왕팬 윈큘레이터 BKF-0F435,생활용품,11278300.38,17333554,14305927.19
204,2020-06-03 13:00,1+1세트 보국 왕팬 윈큘레이터 BKF-0F435,생활용품,9560304.341,13982844,11771574.17
205,2020-06-03 13:00,1세트 보국 왕팬 윈큘레이터 BKF-0F435,생활용품,9989074.52,14047883,12018478.76
206,2020-06-03 14:20,엘렌실라 그린 에너지 썬스틱(6+박스마스크),이미용,20743778.11,22286376,21515077.06
207,2020-06-03 14:40,엘렌실라 그린 에너지 썬스틱(6+박스마스크),이미용,30687535.49,27794464,29240999.74
208,2020-06-03 15:00,엘렌실라 그린 에너지 썬스틱(6+박스마스크),이미용,30073418.29,30508928,30291173.15
209,2020-06-03 15:20,오렐리안 풍기인견 브라탑패키지,속옷,19938640.37,24618438,22278539.19
210,2020-06-03 15:40,오렐리안 풍기인견 브라탑패키지,속옷,33455196,30712344,32083770
211,2020-06-03 16:00,오렐리안 풍기인견 브라탑패키지,속옷,31110967.88,34815048,32963007.94
212,2020-06-03 16:20,해초미인슬림다시마국수세트25인분,농수축,25850074.51,26665126,26257600.26
213,2020-06-03 16:40,해초미인슬림다시마국수세트25인분,농수축,37737348.44,32445894,35091621.22
214,2020-06-03 17:00,해초미인슬림다시마국수세트25인분,농수축,32667752.26,34391084,33529418.13
215,2020-06-03 17:20,제스프리 골드키위 48과,농수축,19413003.3,22174080,20793541.65
216,2020-06-03 17:40,제스프리 골드키위 48과,농수축,28763569.19,27365298,28064433.6
217,2020-06-03 18:00,제스프리 골드키위 48과,농수축,26277580.61,28781218,27529399.31
218,2020-06-03 19:20,[VONIN]보닌 남성기초세트(워터로션),이미용,35871186.44,42362920,39117053.22
219,2020-06-03 19:40,[VONIN]보닌 남성기초세트(워터로션),이미용,53397231.06,52705768,53051499.53
220,2020-06-03 20:00,[VONIN]보닌 남성기초세트(워터로션),이미용,56563270.48,55113656,55838463.24
221,2020-06-03 20:20,LG전자 통돌이 세탁기 TR14WK1(화이트),가전,42544475.63,43636664,43090569.81
222,2020-06-03 20:40,LG전자 통돌이 세탁기 TR14WK1(화이트),가전,68073717.18,55127800,61600758.59
223,2020-06-03 21:00,LG전자 통돌이 세탁기 TR14WK1(화이트),가전,70076010.75,55520588,62798299.37
224,2020-06-03 21:20,AAC의 별미김치 3종(v2),농수축,22415227.43,19085208,20750217.72
225,2020-06-03 21:40,AAC의 별미김치 3종(v2),농수축,34656776.81,23809416,29233096.41
226,2020-06-03 22:00,AAC의 별미김치 3종(v2),농수축,29942319.9,25079558,27510938.95
227,2020-06-03 22:20,옛날 그 쥐포 110장 (11팩),농수축,30691704.6,22238896,26465300.3
228,2020-06-03 22:40,옛날 그 쥐포 110장 (11팩),농수축,50106763.83,27128992,38617877.91
229,2020-06-03 23:00,옛날 그 쥐포 110장 (11팩),농수축,43611021,27075230,35343125.5
230,2020-06-03 23:20,에버라스트 스텐다드 드로즈 10+4종(2020),속옷,9462048.706,12434008,10948028.35
231,2020-06-03 23:35,에버라스트 스텐다드 드로즈 10+4종(2020),속옷,20087188.97,13458751,16772969.98
232,2020-06-03 23:50,에버라스트 스텐다드 드로즈 10+4종(2020),속옷,22729139.85,15766854,19247996.92
233,2020-06-04 0:05,에버라스트 스텐다드 드로즈 10+4종(2020),속옷,6614296.343,9846289,8230292.671
234,2020-06-04 0:20,뉴트리원 다이어트 구미 시즌2,건강기능,15237473.02,14479595,14858534.01
235,2020-06-04 0:40,뉴트리원 다이어트 구미 시즌2,건강기능,23890601.83,18081756,20986178.91
236,2020-06-04 1:00,뉴트리원 다이어트 구미 시즌2,건강기능,21154281.18,19817836,20486058.59
237,2020-06-04 1:20,마르조 로아벨 시어서커원피스 3종,의류,14107210.91,19872538,16989874.46
238,2020-06-04 1:40,마르조 로아벨 시어서커원피스 3종,의류,17469254.01,22970962,20220108
239,2020-06-04 2:00,마르조 로아벨 시어서커원피스 3종,의류,21306020.32,27916992,24611506.16
240,2020-06-04 6:20,로질리 도로시 원피스 3종,의류,16556994.45,21360250,18958622.23
