id,방송일시,상품명,상품군,실제_취급액,DNN_pred,lightGBM_pred,Voting_mape,최종MAPE
17,2019-06-01 10:40,뱅뱅 남성 썸머 데님팬츠 3종(2019 S/S),의류,30201000,36848008,41642384.35,29.94667785,
18,2019-06-01 10:40,뱅뱅 여성 썸머 데님팬츠 3종(2019 S/S),의류,25004000,31716192,33121563.76,29.65476676,
19,2019-06-01 11:00,남영비비안 로즈버드 시그니처 볼륨 보정 브라패키지,속옷,7078000,17004016,15812707.67,131.8220095,
20,2019-06-01 11:20,남영비비안 로즈버드 시그니처 볼륨 보정 브라패키지,속옷,27023000,31746986,29815146.71,13.90691765,
21,2019-06-01 11:40,남영비비안 로즈버드 시그니처 볼륨 보정 브라패키지,속옷,48719000,46221972,36964813.91,14.62593043,
22,2019-06-01 12:00,대웅모닝컴 굿템 스탠드선풍기2대,생활용품,19735000,15148561,12719221.02,29.39502909,
23,2019-06-01 12:20,대웅모닝컴 굿템 스탠드선풍기2대,생활용품,28965000,27313104,22460666.88,14.07945645,
24,2019-06-01 12:40,대웅모닝컴 굿템 스탠드선풍기2대,생활용품,41260000,33749840,29463951.67,23.39579293,
25,2019-06-01 13:00,USPA  남성 폴로셔츠 위켄드 컬렉션 3종,의류,17510000,15016807,14115276.64,16.81301074,
26,2019-06-01 13:00,USPA  여성 폴로셔츠 위켄드 컬렉션 3종,의류,14977000,15964929,13916943.51,0.240794184,
27,2019-06-01 13:00,USPA  남성 아동 반팔 폴로셔츠 3종,의류,6130000,1930008.5,1851083.241,69.1591212,
28,2019-06-01 13:00,USPA  여성 아동 반팔 폴로셔츠 3종,의류,1456000,2469384.25,1342872.068,30.91539555,
29,2019-06-01 13:30,USPA  남성 폴로셔츠 위켄드 컬렉션 3종,의류,30341000,23709264,29146217.8,12.89759434,
30,2019-06-01 13:30,USPA  여성 폴로셔츠 위켄드 컬렉션 3종,의류,21810000,26198420,26985448.18,21.92541995,
31,2019-06-01 13:30,USPA  남성 아동 반팔 폴로셔츠 3종,의류,8181000,5382117.5,3702548.239,44.47704597,
32,2019-06-01 13:30,USPA  여성 아동 반팔 폴로셔츠 3종,의류,2072000,5886681.5,2754632.332,108.5259129,
33,2019-06-01 14:00,일시불 캐리어 벽걸이에어컨 6형 ARC06NQT,가전,9828000,3784731.5,4865006.788,55.99441246,
34,2019-06-01 14:00,무이자 캐리어 벽걸이에어컨 6형 ARC06NQT,가전,3179000,3402556,3863163.17,14.27680355,
35,2019-06-01 14:00,무이자 캐리어 벽걸이에어컨 7형 ARC07VBC,가전,1518000,2596603.25,3162356.844,89.68906765,
36,2019-06-01 14:15,일시불 캐리어 벽걸이에어컨 6형 ARC06NQT,가전,22637000,10217375,12477771.44,49.8715677,
37,2019-06-01 14:15,무이자 캐리어 벽걸이에어컨 6형 ARC06NQT,가전,11472000,5543975,8850705.332,37.26167917,
38,2019-06-01 14:15,일시불 캐리어 벽걸이에어컨 7형 ARC07VBC,가전,5529000,3177889.25,3714572.443,37.66990692,
39,2019-06-01 14:15,무이자 캐리어 벽걸이에어컨 7형 ARC07VBC,가전,8778000,4699553.5,6677017.512,35.19838795,
40,2019-06-01 14:30,일시불 캐리어 벽걸이에어컨 6형 ARC06NQT,가전,17670000,16592127,18034448.56,2.018744875,
41,2019-06-01 14:30,무이자 캐리어 벽걸이에어컨 6형 ARC06NQT,가전,18728000,13544364,13154764.13,28.71868825,
42,2019-06-01 14:30,일시불 캐리어 벽걸이에어컨 7형 ARC07VBC,가전,5548000,5806747.5,7628044.784,21.07779636,
43,2019-06-01 14:30,무이자 캐리어 벽걸이에어컨 7형 ARC07VBC,가전,10206000,8467586,9116560.821,13.85387605,
44,2019-06-01 14:45,일시불 캐리어 벽걸이에어컨 6형 ARC06NQT,가전,35289000,19784592,23385015.24,38.83418737,
45,2019-06-01 14:45,무이자 캐리어 벽걸이에어컨 6형 ARC06NQT,가전,11472000,16451197,17354413.01,47.33965313,
46,2019-06-01 14:45,일시불 캐리어 벽걸이에어컨 7형 ARC07VBC,가전,8268000,8891382,11387102.04,22.6323418,
47,2019-06-01 14:45,무이자 캐리어 벽걸이에어컨 7형 ARC07VBC,가전,7330000,12759069,12752638.76,74.02256317,
48,2019-06-01 15:00,헤비추얼 남성 썸머 쿨라이프 데님 3종,의류,15379000,13505236,12802614.07,14.46826818,
49,2019-06-01 15:00,헤비추얼 여성 썸머 쿨라이프 데님 3종,의류,10480000,13439576,13103636.01,26.63746188,
50,2019-06-01 15:20,헤비추얼 남성 썸머 쿨라이프 데님 3종,의류,23312000,21801358,24561296.57,0.560538418,
51,2019-06-01 15:20,헤비추얼 여성 썸머 쿨라이프 데님 3종,의류,25064000,23180412,25560942.66,2.766209179,
52,2019-06-01 15:40,헤비추얼 남성 썸머 쿨라이프 데님 3종,의류,22236000,26935060,34197938,37.46401782,
53,2019-06-01 15:40,헤비추얼 여성 썸머 쿨라이프 데님 3종,의류,32811000,28664762,34828390.77,3.244105993,
54,2019-06-01 16:00,비버리힐스폴로클럽 남성기초세트(골드+플라),이미용,36041000,27525796,27054573.01,24.28016841,
55,2019-06-01 16:20,비버리힐스폴로클럽 남성기초세트(골드+플라),이미용,44930000,45284744,46279506.18,1.896561518,
56,2019-06-01 16:40,비버리힐스폴로클럽 남성기초세트(골드+플라),이미용,58666000,55642108,56489676.56,4.432052155,
57,2019-06-01 17:00,AAB의 소곱창전골 800g x 8팩,농수축,32994000,37563016,33718895.52,8.022536707,
58,2019-06-01 17:20,AAB의 소곱창전골 800g x 8팩,농수축,59255000,53137364,52009095.96,11.27629739,
59,2019-06-01 17:40,AAB의 소곱창전골 800g x 8팩,농수축,74002000,63535808,64708662.65,13.35067252,
60,2019-06-01 20:20,무이자 에지리 스텐큐브 프라이팬,주방,4648000,14385859,12581781.13,190.099399,
61,2019-06-01 20:20,일시불 에지리 스텐큐브 프라이팬,주방,6385000,8659625,8789532.277,36.64179543,
62,2019-06-01 20:40,무이자 에지리 스텐큐브 프라이팬,주방,13325000,28819802,29390037.33,118.4234121,
63,2019-06-01 20:40,일시불 에지리 스텐큐브 프라이팬,주방,21044000,20662992,20487773.21,2.22684564,
64,2019-06-01 21:00,무이자 에지리 스텐큐브 프라이팬,주방,49936000,36312304,42656899.87,20.929586,
65,2019-06-01 21:00,일시불 에지리 스텐큐브 프라이팬,주방,31075000,25418354,31438286.87,8.517070203,
66,2019-06-01 21:20,(일)[보루네오] 피올레 천연소가죽 소파 4인용,가구,1787000,6372562,6719186.699,266.3052238,
67,2019-06-01 21:20,(무)[보루네오] 피올레 천연소가죽 소파 4인용,가구,7388000,6989016,6760441.578,6.947363443,
68,2019-06-01 21:20,(일)[보루네오] 피올레 천연소가죽 소파 3인용,가구,2754000,2803260.75,2605941.991,1.793704768,
69,2019-06-01 21:40,(일)[보루네오] 피올레 천연소가죽 소파 4인용,가구,10479000,20218952,18071493.55,82.7008567,
70,2019-06-01 21:40,(무)[보루네오] 피올레 천연소가죽 소파 4인용,가구,31233000,19624326,18106204.12,39.59829327,
71,2019-06-01 21:40,(일)[보루네오] 피올레 천연소가죽 소파 6인용,가구,4687000,3553648.75,3719147.4,22.41523202,
72,2019-06-01 21:40,(무)[보루네오] 피올레 천연소가죽 소파 6인용,가구,2464000,4453699.5,4650897.17,84.75236749,
73,2019-06-01 21:40,(일)[보루네오] 피올레 천연소가죽 소파 3인용,가구,6809000,4968250.5,4559064.721,30.03880731,
74,2019-06-01 21:40,(무)[보루네오] 피올레 천연소가죽 소파 3인용,가구,1497000,3051664.75,3280491.468,111.4948636,
75,2019-06-01 22:00,(일)[보루네오] 피올레 천연소가죽 소파 4인용,가구,41757000,25603874,28332609.3,35.41623764,
76,2019-06-01 22:00,(무)[보루네오] 피올레 천연소가죽 소파 4인용,가구,22067000,25567216,27279842.26,19.74228093,
77,2019-06-01 22:00,(일)[보루네오] 피올레 천연소가죽 소파 6인용,가구,4685000,4200296,5649239.325,5.11777295,
78,2019-06-01 22:00,(무)[보루네오] 피올레 천연소가죽 소파 6인용,가구,2464000,5221891,6576833.43,139.4221678,
79,2019-06-01 22:00,(일)[보루네오] 피올레 천연소가죽 소파 3인용,가구,5453000,5690981.5,7702353.62,22.80703392,
80,2019-06-01 22:00,(무)[보루네오] 피올레 천연소가죽 소파 3인용,가구,5842000,3505002.5,5207863.786,25.42908006,
81,2019-06-01 22:20,일시불 캐리어 벽걸이에어컨 6형 ARC06NQT,가전,4939000,13964168,12739664.17,170.3364261,
82,2019-06-01 22:20,무이자 캐리어 벽걸이에어컨 6형 ARC06NQT,가전,3179000,11372033,10023632.83,236.5156626,
83,2019-06-01 22:20,일시불 캐리어 벽걸이에어컨 7형 ARC07VBC,가전,1420000,6400835.5,6309934.843,347.562336,
84,2019-06-01 22:20,무이자 캐리어 벽걸이에어컨 7형 ARC07VBC,가전,1498000,7376835,6624695.424,367.3408019,
85,2019-06-01 22:35,일시불 캐리어 벽걸이에어컨 6형 ARC06NQT,가전,23536000,16820794,20603149.57,20.49638093,
86,2019-06-01 22:35,무이자 캐리어 벽걸이에어컨 6형 ARC06NQT,가전,11531000,13572672,15299008.13,25.1915711,
87,2019-06-01 22:35,일시불 캐리어 벽걸이에어컨 7형 ARC07VBC,가전,6898000,8386023.5,8495601.122,22.36608163,
88,2019-06-01 22:35,무이자 캐리어 벽걸이에어컨 7형 ARC07VBC,가전,1498000,9468614,9798736.481,543.102486,
89,2019-06-01 22:50,일시불 캐리어 벽걸이에어컨 6형 ARC06NQT,가전,30401000,20783424,23908471.41,26.49601098,
90,2019-06-01 22:50,무이자 캐리어 벽걸이에어컨 6형 ARC06NQT,가전,20821000,15937346,17421395.56,19.89159607,
91,2019-06-01 22:50,일시불 캐리어 벽걸이에어컨 7형 ARC07VBC,가전,4159000,12331624,9760420.742,165.5932284,
92,2019-06-01 22:50,무이자 캐리어 벽걸이에어컨 7형 ARC07VBC,가전,13122000,12110795,9912137.223,16.08393452,
93,2019-06-01 23:05,일시불 캐리어 벽걸이에어컨 6형 ARC06NQT,가전,30459000,18832762,22202250.96,32.63893601,
94,2019-06-01 23:05,무이자 캐리어 벽걸이에어컨 6형 ARC06NQT,가전,17770000,13966157,15114855.36,18.17385381,
95,2019-06-01 23:05,일시불 캐리어 벽걸이에어컨 7형 ARC07VBC,가전,12377000,11638055,10588051.55,10.21206049,
96,2019-06-01 23:05,무이자 캐리어 벽걸이에어컨 7형 ARC07VBC,가전,11693000,11185619,10772673.54,6.104966465,
97,2019-06-02 1:20,헤드 파이로라이트 드로즈 10종 패키지,속옷,7402000,10075916,10897036.74,41.67085073,
98,2019-06-02 1:20,헤드 파이로라이트 트렁크 8종 패키지,속옷,2543000,3285116,3057165.797,24.70078248,
99,2019-06-02 1:40,헤드 파이로라이트 드로즈 10종 패키지,속옷,16001000,12183940,15062849.87,14.85910295,
100,2019-06-02 1:40,헤드 파이로라이트 트렁크 8종 패키지,속옷,4823000,3537358.25,3958229.499,22.29330552,
101,2019-06-02 6:00,오렐리안 풍기인견 란쥬패키지,속옷,18935000,28209130,23591377.77,36.78507465,
102,2019-06-02 6:30,오렐리안 풍기인견 란쥬패키지,속옷,48824000,54758540,43118538.32,0.234596021,
103,2019-06-02 7:00,CERINI by PAT 남성 썸머 쿨 카라 티셔츠 5종,의류,22059000,17583848,12138118.97,32.63074714,
104,2019-06-02 7:20,CERINI by PAT 남성 썸머 쿨 카라 티셔츠 5종,의류,45542000,28489868,22264978.27,44.27688038,
105,2019-06-02 7:40,CERINI by PAT 남성 썸머 쿨 카라 티셔츠 5종,의류,61360000,35765504,29791983.95,46.57962194,
106,2019-06-02 8:00,파뷔에 항균도마 1+1세트,주방,24939000,26475012,23100543.07,0.606369411,
107,2019-06-02 8:20,파뷔에 항균도마 1+1세트,주방,47793000,44261436,43838062.3,7.832215706,
108,2019-06-02 8:40,파뷔에 항균도마 1+1세트,주방,67648000,58171772,57747050.41,14.32206243,
109,2019-06-02 9:00,CERINI by PAT 남성 여름 에어윈디 릴렉스 팬츠 3종,의류,29605000,24305430,22338851.02,21.2222918,
110,2019-06-02 9:20,CERINI by PAT 남성 여름 에어윈디 릴렉스 팬츠 3종,의류,34179000,43788804,43014357.13,26.98317846,
111,2019-06-02 9:40,CERINI by PAT 남성 여름 에어윈디 릴렉스 팬츠 3종,의류,51927000,56310932,56730834.07,8.846810013,
112,2019-06-02 10:00,아키 라이크라 노와이어 브라 컬렉션(뉴아키 23차),속옷,51621000,61965768,54307409.54,12.62197317,
113,2019-06-02 10:30,아키 라이크라 노와이어 브라 컬렉션(뉴아키 23차),속옷,96478000,106113168,102965654.2,8.3556988,
114,2019-06-02 11:00,코치 노리타 리스틀릿,잡화,6218000,9785175,7672919.895,40.3835228,
115,2019-06-02 11:00,코치 아웃라인 파일백,잡화,5457000,4533711,4547696.592,16.7912077,
116,2019-06-02 11:00,코치 시그니처 숄더백,잡화,2388000,4564323,4425582.449,88.23085112,
117,2019-06-02 11:00,코치 시그니처 켈시 사첼,잡화,3741000,10915178,11133016.63,194.683168,
118,2019-06-02 11:20,코치 노리타 리스틀릿,잡화,18005000,18763174,13653173.79,9.979595132,
119,2019-06-02 11:20,코치 아웃라인 파일백,잡화,17045000,14274053,10252604.77,28.05321862,
120,2019-06-02 11:20,코치 시그니처 숄더백,잡화,8932000,14116966,9888781.029,34.38058122,
121,2019-06-02 11:20,코치 시그니처 켈시 사첼,잡화,12614000,21402232,18076894.49,56.48932332,
122,2019-06-02 11:40,코치 노리타 리스틀릿,잡화,13439000,21714460,19121169.13,51.92956741,
123,2019-06-02 11:40,코치 아웃라인 파일백,잡화,4415000,18554196,14519652.41,274.5622696,
124,2019-06-02 11:40,코치 시그니처 숄더백,잡화,15922000,19983772,14427843.18,8.063105062,
125,2019-06-02 11:40,코치 시그니처 켈시 사첼,잡화,26331000,26895308,23743188.61,3.84243552,
126,2019-06-02 12:00,비버리힐스폴로클럽 남성기초세트(골드+플라),이미용,26045000,25232026,29443319.99,4.963229009,
127,2019-06-02 12:20,비버리힐스폴로클럽 남성기초세트(골드+플라),이미용,39082000,43758336,47458997.72,16.69993056,
128,2019-06-02 12:40,비버리힐스폴로클럽 남성기초세트(골드+플라),이미용,48789000,55047404,57542033.97,15.38403941,
129,2019-06-02 13:00,보몽드 샐비어 시어서커 리플 침구세트 SS,침구,7796000,4020456,4320932.576,46.5021256,
130,2019-06-02 13:00,보몽드 샐비어 시어서커 리플 침구세트 Q,침구,13129000,7227553,8009115.073,41.97323454,
131,2019-06-02 13:00,보몽드 샐비어 시어서커 리플 침구세트 K,침구,8803000,7055530.5,7527575.002,17.16968362,
132,2019-06-02 13:20,보몽드 샐비어 시어서커 리플 침구세트 SS,침구,20988000,10423740,9750566.039,51.93847427,
133,2019-06-02 13:20,보몽드 샐비어 시어서커 리플 침구세트 Q,침구,31078000,15205485,16734402.95,48.61334714,
134,2019-06-02 13:20,보몽드 샐비어 시어서커 리플 침구세트 K,침구,35278000,14779752,15837372.56,56.60592358,
135,2019-06-02 13:40,보몽드 샐비어 시어서커 리플 침구세트 SS,침구,29864000,13534043,13438183.55,54.84157088,
136,2019-06-02 13:40,보몽드 샐비어 시어서커 리플 침구세트 Q,침구,36033000,19596638,21176299.04,43.42278323,
137,2019-06-02 13:40,보몽드 샐비어 시어서커 리플 침구세트 K,침구,38399000,19454496,20826596.49,47.54929492,
138,2019-06-02 14:00,뱅뱅 남성 썸머 데님팬츠 3종(2019 S/S),의류,20051000,14519266,15450151.91,25.2670243,
139,2019-06-02 14:00,뱅뱅 여성 썸머 데님팬츠 3종(2019 S/S),의류,14105000,11492878,12904851.56,13.51389733,
140,2019-06-02 14:20,뱅뱅 남성 썸머 데님팬츠 3종(2019 S/S),의류,37938000,28137890,30436906.09,22.80194517,
141,2019-06-02 14:20,뱅뱅 여성 썸머 데님팬츠 3종(2019 S/S),의류,23320000,22083922,24189093.13,0.786845767,
142,2019-06-02 14:40,뱅뱅 남성 썸머 데님팬츠 3종(2019 S/S),의류,38237000,35979932,42959387.22,3.223735152,
143,2019-06-02 14:40,뱅뱅 여성 썸머 데님팬츠 3종(2019 S/S),의류,25184000,26791660,32335351.85,17.39003305,
144,2019-06-02 15:00,에코라믹 통주물 스톤 냄비세트,주방,25958000,25186600,24709269.86,3.891151351,
145,2019-06-02 15:20,에코라믹 통주물 스톤 냄비세트,주방,49458000,46991180,51271007.07,0.660977929,
146,2019-06-02 15:40,에코라믹 통주물 스톤 냄비세트,주방,84333000,65631892,69431851.99,19.92236492,
147,2019-06-02 16:00,국내산 손질갑오징어 8팩,농수축,43434000,39570824,41328195.78,6.871322256,
148,2019-06-02 16:20,국내산 손질갑오징어 8팩,농수축,79919000,64227520,64867520.85,19.23382372,
149,2019-06-02 16:40,국내산 손질갑오징어 8팩,농수축,109387000,77431112,80225688.22,27.93622633,
150,2019-06-02 17:00,유귀열의 귀한 갓김치3kg+총각김치3kg (총6kg),농수축,46682000,42929604,40804088.51,10.31479744,
151,2019-06-02 17:20,유귀열의 귀한 갓김치3kg+총각김치3kg (총6kg),농수축,58891000,61252116,56695721.72,0.140800562,
152,2019-06-02 17:40,유귀열의 귀한 갓김치3kg+총각김치3kg (총6kg),농수축,70031000,73028960,65166713.58,1.33250019,
153,2019-06-02 18:00,멋진밥상 흥양농협 쌀 20kg,농수축,51407000,37201588,42603212.6,22.37944191,
154,2019-06-02 20:20,일시불 썸덱스 트로이카 여행가방 10종세트,잡화,8969000,10552207,11032058.14,20.32704393,
155,2019-06-02 20:20,무이자 썸덱스 트로이카 여행가방 10종세트,잡화,1746000,5308236.5,4914965.942,192.7606656,
156,2019-06-02 20:40,일시불 썸덱스 트로이카 여행가방 10종세트,잡화,24567000,21723558,23219198.37,8.530230859,
157,2019-06-02 20:40,무이자 썸덱스 트로이카 여행가방 10종세트,잡화,11780000,10117934,10279036.5,13.42542231,
158,2019-06-02 21:00,일시불 썸덱스 트로이카 여행가방 10종세트,잡화,64338000,22654906,29736482.25,59.28425794,
159,2019-06-02 21:00,무이자 썸덱스 트로이카 여행가방 10종세트,잡화,26930000,9861872,14612581.73,54.55912786,
160,2019-06-02 21:20,일시불 LG 울트라HD TV 75UK6200KNB,가전,6315000,7067206.5,6949022.622,10.97568585,
161,2019-06-02 21:20,일시불 LG 울트라HD TV 55UK6800HNC,가전,5844000,4853692.5,5470753.358,11.66627431,
162,2019-06-02 21:20,일시불 LG 울트라HD TV 65UK6800HNC,가전,7640000,10777985,8935357.825,29.01402373,
163,2019-06-02 21:20,무이자 LG 울트라HD TV 65UK6800HNC,가전,8696000,8846164,7750850.643,4.570982961,
164,2019-06-02 21:20,무이자 LG 울트라HD TV 55UK6800HNC,가전,3239000,4825427.5,5270641.461,55.85163571,
165,2019-06-02 21:20,일시불 LG 울트라HD TV 70UK7400KNA,가전,5642000,4937500.5,5585764.027,6.741718127,
166,2019-06-02 21:40,일시불 LG 울트라HD TV 75UK6200KNB,가전,6338000,10018196,10196308.92,59.47069205,
167,2019-06-02 21:40,일시불 LG 울트라HD TV 55UK6800HNC,가전,17453000,6590628.5,7968890.16,58.28935238,
168,2019-06-02 21:40,일시불 LG 울트라HD TV 65UK6800HNC,가전,3845000,23207484,18116135.51,437.3682641,
169,2019-06-02 21:40,무이자 LG 울트라HD TV 65UK6800HNC,가전,21653000,15388727,13147626.39,34.10531244,
170,2019-06-02 21:40,무이자 LG 울트라HD TV 55UK6800HNC,가전,3239000,8742743,7451537.63,149.9888952,
171,2019-06-02 21:40,일시불 LG 울트라HD TV 70UK7400KNA,가전,16847000,7245076,7111642.671,57.39087472,
172,2019-06-02 22:00,일시불 LG 울트라HD TV 75UK6200KNB,가전,18846000,14125650,15827739.69,20.53117454,
173,2019-06-02 22:00,무이자 LG 울트라HD TV 75UK6200KNB,가전,6966000,6192736.5,9660303.218,13.78868589,
174,2019-06-02 22:00,일시불 LG 울트라HD TV 55UK6800HNC,가전,8740000,7647010,12194765.15,13.51129946,
175,2019-06-02 22:00,일시불 LG 울트라HD TV 65UK6800HNC,가전,34206000,33808316,35154763.44,0.805530381,
176,2019-06-02 22:00,무이자 LG 울트라HD TV 65UK6800HNC,가전,17319000,22909196,22702030.06,31.67973343,
177,2019-06-02 22:00,무이자 LG 울트라HD TV 55UK6800HNC,가전,12827000,8603474,11075208.36,23.29195306,
178,2019-06-02 22:00,무이자 LG 울트라HD TV 70UK7400KNA,가전,6293000,5586620.5,6851937.775,1.171474058,
179,2019-06-02 22:00,일시불 LG 울트라HD TV 70UK7400KNA,가전,5642000,6550440.5,10696530.99,52.84448328,
180,2019-06-02 22:20,보루네오 루나 유로탑 멀티수납형 LED 침대 SS 슈퍼싱글,가구,9270000,7991072,9525791.064,5.51853795,
181,2019-06-02 22:20,보루네오 루나 유로탑 멀티수납형 LED 침대 Q 퀸,가구,5090000,5507868.5,6768114.04,20.58921945,
182,2019-06-02 22:20,보루네오 루나 유로탑 멀티수납형 LED 침대 K 킹,가구,14596000,6948295,7086186.616,51.92353516,
183,2019-06-02 22:40,보루네오 루나 유로탑 멀티수납형 LED 침대 SS 슈퍼싱글,가구,12343000,16638075,21841227.51,55.87500003,
184,2019-06-02 22:40,보루네오 루나 유로탑 멀티수납형 LED 침대 Q 퀸,가구,15152000,12885456,16860577.06,1.841231968,
185,2019-06-02 22:40,보루네오 루나 유로탑 멀티수납형 LED 침대 K 킹,가구,12778000,14781681,18114616.49,28.72240372,
186,2019-06-02 23:00,보루네오 루나 유로탑 멀티수납형 LED 침대 SS 슈퍼싱글,가구,36940000,29602966,35973541.92,11.2391609,
187,2019-06-02 23:00,보루네오 루나 유로탑 멀티수납형 LED 침대 Q 퀸,가구,23546000,24755882,25526785.2,6.775391159,
188,2019-06-02 23:00,보루네오 루나 유로탑 멀티수납형 LED 침대 K 킹,가구,49151000,26718830,26678685.08,45.68013359,
189,2019-06-02 23:20,일시불 삼성 무풍슬림 홈멀티  에어컨  AF16R5773WSR,가전,5187000,5553341.5,9111196.682,41.35857125,
190,2019-06-02 23:20,무이자 삼성 무풍슬림 홈멀티  에어컨  AF16R5773WSR,가전,5388000,18122566,19385530.62,248.0706813,
191,2019-06-02 23:20,일시불 삼성 무풍슬림 스탠드  에어컨  AF16R5773WSK,가전,4293000,6366195.5,7688001.884,63.68736762,
192,2019-06-02 23:50,일시불 삼성 무풍슬림 홈멀티  에어컨  AF16R5773WSR,가전,10324000,14229650,19699351.02,64.32100453,
193,2019-06-02 23:50,무이자 삼성 무풍슬림 홈멀티  에어컨  AF16R5773WSR,가전,21424000,32659806,41700611.13,73.54466282,
194,2019-06-02 23:50,무이자 삼성 무풍슬림 스탠드  에어컨  AF16R5773WSK,가전,13383000,10542010,12491520.82,13.94481499,
195,2019-06-03 0:20,(무)한샘 모데나 프리미엄 슬라이딩 붙박이장(3.2m),가구,7620000,7159381,10808085.59,17.89676243,
196,2019-06-03 0:40,(무)한샘 모데나 프리미엄 슬라이딩 붙박이장(4.2m),가구,4631000,4693742,6799344.475,24.0886037,
197,2019-06-03 0:40,(무)한샘 모데나 프리미엄 슬라이딩 붙박이장(2.2m),가구,2438000,2471597.25,3175092.061,15.80576931,
198,2019-06-03 0:40,(무)한샘 모데나 프리미엄 슬라이딩 붙박이장(3.2m),가구,15185000,11100248,11757202.92,24.73674375,
199,2019-06-03 0:40,(일)한샘 모데나 프리미엄 슬라이딩 붙박이장(4.2m),가구,4173000,4467781,6955029.795,36.86569369,
200,2019-06-03 1:00,(일)한샘 모데나 프리미엄 슬라이딩 붙박이장(3.2m),가구,3455000,3740737.25,3600188.506,6.236262745,
201,2019-06-03 1:00,(무)한샘 모데나 프리미엄 슬라이딩 붙박이장(2.2m),가구,2438000,2550453.5,2580336.48,5.225389258,
202,2019-06-03 1:00,(무)한샘 모데나 프리미엄 슬라이딩 붙박이장(3.2m),가구,3836000,10847194,11619833.37,192.8444651,
203,2019-06-03 1:20,옛날 그 쥐포 110장 (11팩),농수축,16605000,13625520,16193523.47,10.210649,
204,2019-06-03 1:40,옛날 그 쥐포 110장 (11팩),농수축,15727000,13501785,17928839.66,0.074315953,
205,2019-06-03 6:00,무이자 송도순의 2세대 홈밀맷돌,주방,2906000,7946427,6765273.695,153.1263024,
206,2019-06-03 6:00,일시불 송도순의 2세대 홈밀맷돌,주방,4926000,9292483,9711857.344,92.89829825,
207,2019-06-03 6:30,무이자 송도순의 2세대 홈밀맷돌,주방,6359000,13041213,12715512.8,102.5218257,
208,2019-06-03 6:30,일시불 송도순의 2세대 홈밀맷돌,주방,9802000,20210264,19259995.46,101.3377854,
209,2019-06-03 7:00,에펨 남성 소가죽 체인지 샌들,잡화,6611000,9183013,9686550.142,42.71338029,
210,2019-06-03 7:00,에펨 여성 글로스 샌들,잡화,6386000,5847155,6986711.477,0.484391456,
211,2019-06-03 7:20,에펨 남성 소가죽 체인지 샌들,잡화,13680000,16190390,16646253.32,20.01697119,
212,2019-06-03 7:20,에펨 여성 글로스 샌들,잡화,10673000,12107093,11526786.77,10.71807258,
213,2019-06-03 7:40,에펨 남성 소가죽 체인지 샌들,잡화,18096000,21759274,23112960.14,23.98384766,
214,2019-06-03 7:40,에펨 여성 글로스 샌들,잡화,14785000,16256579,14988748.48,5.665632329,
215,2019-06-03 8:00,일시불 오스터 멀티 텀블러블랜더,주방,14586000,13558533,16236190.89,2.134663006,
216,2019-06-03 8:00,무이자 오스터 멀티  텀블러 블랜더,주방,4577000,2616659.5,2064504.92,48.86208848,
