,댓글,출처
19198,멋지십니다 화이팅 입니다,./data\문재인.csv
19203,아무도 흔들 수 없는 나라대통령님,./data\문재인.csv
19204,대통령님 항상 감사하고 사랑합니다 항상 건강하시길 바랄게요,./data\문재인.csv
19205,졸라 웃기네 개쳐발려놓고 뭐하노ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,./data\문재인.csv
19207,자랑스런 우리대통령님,./data\문재인.csv
19208,사랑스런 우리나라 대표님 항상 화이팅 입니다,./data\문재인.csv
19209,대통령님 항상 지지하고 응원합니다 건강하세요,./data\문재인.csv
19210,늘 지지하고 존경하는 문대통령님,./data\문재인.csv
19211,대통령님 사랑합니다,./data\문재인.csv
19212,대통령님 사랑해요,./data\문재인.csv
19213,좋은 결정하셨읍니다,./data\문재인.csv
19214,공기업에서 노동자를 1500명을 한번에 해고하고 법으로 부당해고 판결 받아도 개무시하고 서민박멸 정책을 시행하고 잇나보죠 우리집 개가 웃어요 재벌만을위한 법 꼭 임기내 서민박멸 이루세요 화이팅하시고요 재벌만잇는 국가 반드시 이룩하세요,./data\문재인.csv
19215,우리회사 여기 토목공사했는데 자랑스럽네요,./data\문재인.csv
19216,정의로운 대한민국을 응원 합니다,./data\문재인.csv
19221,대통령님 내세요,./data\문재인.csv
19222,오늘하루도 고생하셨습니다 항상건강하세요,./data\문재인.csv
19223,정말 훌륭하고 자랑스러운 우리 대한민국의 문재인 대통령님 사랑하고 감사합니다 항상 지지하고 응원합니다 문재인 화이팅 대한민국 화이팅,./data\문재인.csv
19224,대통령님 좋아,./data\문재인.csv
19225,우리나라 훌륭한 대통령님 끝까지 믿습니다,./data\문재인.csv
19227,사랑합니다 문재인대통령님,./data\문재인.csv
19228,부러우면 지는건데 ㅠㅠ 대통령님 보고싶어요,./data\문재인.csv
19229,대통령님 웃는거 너무너무 귀여우셔요,./data\문재인.csv
19230,대통령님 끝까지 대한민국 국민을 위해 써주세요 사랑합니다,./data\문재인.csv
19231,건강하세요 우리대통령님,./data\문재인.csv
19232,건강하세요 사랑하고응원합니다,./data\문재인.csv
19234,항상 노력해주시는 대통령님 감사합니다 이번 정부에서 뿌린 밑거름이 차기 정부엔 큰 나무로 자라 아름다운 열매로 결실맺길 바랄뿐입니다 건강 유의하세요,./data\문재인.csv
19235,내세요무조건 응원합니다,./data\문재인.csv
19236,네 지지합니다 하지만 자존심을 짓밟아주시네요 꼭 유예 결정을 했어야 하셨나요 일본이 태도를 바꾸길 기대하는거 너무 순진한것 아닙니까 우리가 얻은 거라곤 협박이 통하는 나라 조금만 잘해주는 것 같으면 실실거리는 호구 지소미아 폐기를 바라던 국민 절반의 짓밟 자존심 뿐입니다,./data\문재인.csv
19237,대통령님 내세요 저희가 을 얻기만 하고 죄송합니다 존경하고 사랑합니다,./data\문재인.csv
19238,환하게 웃는 모습들을 보니 희망이 보입니다,./data\문재인.csv
19239,항상 적극 지지합니다 건강하세요,./data\문재인.csv
19240,배려계층보다 조금 더 있어서 혜택도 못받는 서민들이 많습니다 집값이 너무 비쌉니다 평택은 미분양 천지입니다 여러 지역들이 다 상승하고있고 충남 천안도 집값이 치솟아 오르고 있는데 평택은 미분양 천지에 호재도 없고 외면 받는 지역입니다 이런 곳에 GTX를 깔아주셔야 평택도 마이너스를 벗어나지 않을까합니다 1억대에 새아파트를 수도권에서 살 수 있는 지역은 평택뿐인거 같습니다 마이너스피다보니요 평택에 대기업이든 중소기업이든 외국기업이든 생겨야합니다 천안보다도 못한 수도권 시골이미지와 무시 당하는 도시를 살려주셔야합니다,./data\문재인.csv
19241,늘 응원하고 있습니다 내시고 우리국민들을 올바른 방향으로 이끌어주세요,./data\문재인.csv
19242,언제나 건강하세요,./data\문재인.csv
19243,늘 국민을 위해 노력하시는 대통령님 감사합니다,./data\문재인.csv
19244,대통령님사랑합니다 어떻해든 나라를 뒤흔들고 있는 세력들로 인해 너무나 시끄럽고 그로인해 너무 드실꺼라 생각하면 너무 마음이 아프지만 그래도 대한민국의 대통령으로서 대한민국을 끝까지 지켜주세요 바닥까지 친 나라가 하루아침에 바로 세워진다는건 신만이 하실수 있으신거라 생각합니다 하나님께서 대통령님을 가장든 시기에 세워주신것 또한 뜻이라고 생각합니다 항상 대통령님을 위해 기도 하겠습니다 대한민국의 그리고 나의 나라 대통령님인것에 너무나 감사합니다 내세요대통령님,./data\문재인.csv
19245,아무도 흔들수 없다는 반대로 아무 얘기도 안듣고 안들리는 고집불통소통불가 소통의 대통령으로 진심 지지했건만 지금은 전혀 국민들의 삶과 고통을 듣는척만 들으려 하지도 않는 다만 조금이라도 이해해줬으면 좋으련만 진정 안타깝습니다,./data\문재인.csv
19246,빨갱이 새끼,./data\문재인.csv
19247,대통령님 아무쪼록 건강하세요 늘 감사합니다,./data\문재인.csv
19248,대통령님 늘 건강하시길 바래요,./data\문재인.csv
19249,내사랑 대통령님,./data\문재인.csv
19250,소통하시는 모습이 보기 좋아요,./data\문재인.csv
19251,대통령님 건강관리 잘하세요 늘 지지하고 응원합니다 내세요,./data\문재인.csv
19252,살아생전 한번만 뵙고 싶다 ㅠㅠ,./data\문재인.csv
19254,드시지요 늘 지켜보고 또한 응원합니다,./data\문재인.csv
19255,대통령님 서민들은 생활하기도 매일매일이 버겁습니다,./data\문재인.csv
19256,오늘 대통령님을 뵙게 되서 행복했습니다 항상 건강하세요 대통령님,./data\문재인.csv
19257,울 이니 제가 많이 사랑해요,./data\문재인.csv
19258,이미 미국과 일본에 지소미아 양보한것이 꼬랑지 내린걸로보여져서 대한민국국민 자존감을 흔들엇네요,./data\문재인.csv
19259,우리 대통령님 계셔서 든든해요,./data\문재인.csv
19260,나도 그곳에 있었어야 했어요,./data\문재인.csv
19261,대통령님 내세요,./data\문재인.csv
19262,반도체도 중요하지만 소상공인 영세자영업자 지금 다죽어갑니다,./data\문재인.csv
19263,저희고장 기업체 방문해주셔서 영광이며 항상 응원하고 기도합니다,./data\문재인.csv
19266,대통령님내세요항상응원하겠습니다우리나라발전을위하여마음고생많으시지요건강도잘챙기시고요 항상웃으시는모습이더욱더보기 좋습니다,./data\문재인.csv
19267,이렇게 국민들과 함께 달려주셔서 감사합니다,./data\문재인.csv
19268,부럽다 memcㅠㅠㅠ,./data\문재인.csv
19269,우왕 부럽다 문대통령님과의 셀카,./data\문재인.csv
19270,대통령님 건강도 꼭 챙기세요,./data\문재인.csv
19271,이니 내세요 지지합니다,./data\문재인.csv
19272,겁내 멋쩌부러,./data\문재인.csv
19273,대통령님 사진만 봐도 기분이 좋아집니다 나라를 위해 써주시는 점 항상 고맙고 감사합니다,./data\문재인.csv
19274,울대통령님 최고 항상 건강하세용,./data\문재인.csv
19275,대통령님 화이팅,./data\문재인.csv
19276,사랑합니다 존경합니다 감사합니다,./data\문재인.csv
19278,저도 대통령님 한번 뵈는게 소원 이에요,./data\문재인.csv
19279,매그나칩반도체 도관심부탁드려요 외국매각안되도록,./data\문재인.csv
19280,응원합니다 항상,./data\문재인.csv
19281,대통령님 덕분에 항상 든든합니다 항상 노력해주셔서 감사하고 죄송합니다,./data\문재인.csv
19282,너무 멋지시고 너무 자랑스러우신 우리나라 대통령님 모든 국민과 함께 해주시는 대통령님을 전 사랑하고 존경합니다,./data\문재인.csv
19283,대통령님 무너지지 마시고 내주세요,./data\문재인.csv
19284,한일군사정보보호협정 연장,./data\문재인.csv
19285,자존심 상처입었습니다,./data\문재인.csv
19286,항상 감사합니다 존경하는 대통령님 자랑스럽습니다,./data\문재인.csv
19288,대통령님 사랑해요,./data\문재인.csv
19289,우와 저도 셀카,./data\문재인.csv
19290,선거철 제주도가는비행기에서 사진촬영했던게 제 추억으로 각인되네요ㅎㅎ 이제 반 남았네요 남았다고 할수도 있고 겨우 반이 지났다고 할수있겠네요 끝까지 최선을 다해주세요 대한민국을 위해,./data\문재인.csv
19291,우리 대통령님 감사합니다 건강하세요,./data\문재인.csv
19292,대통령님 건강하세요,./data\문재인.csv
19293,"북한에 억류됐다가 송환된 뒤 사망한 오토 웜비어의 부모가 오늘 방한해 기자회견을 열었습니다 문재인더불어민주당청와대 면담 요청을 청와대가 거절한데 대해 유감을 표시하고 전 세계에 숨겨진 북한의 자산을 찾아내 끝까지 북한의 책임을 묻겠다고 밝혔습니다 단식 중인 황교안 한국당 대표도 찾아가 만났습니다오토 웜비어의 부모가 황교안대표를 만났습니다신디 웜비어 당신은 영웅입니다 고맙습니다황교안자유한국당 대표
당신도 영웅입니다 웜비어사건을 저희는 영원 잊지 않을 것입니다 그리고 그런 일이 다시 생기지 않도록 노력하고 계시는 두분의 뜻이 어긋나지 않도록 최선을 다하겠습니다앞서 이들은 북한에 납북 억류된 피해자 가족과 함께 기자회견도 열었습니다미국법원으로부터 배상판결을 받은 웜비어의 부모는 세계 곳곳에 숨겨둔 북한 자산을 찾아내겠다고 했습니다프레드 웜비어
우리의 임무는 북한이 책임을 지도록 전 세계에 있는 북한의 자산을 찾아 확보하는 것입니다그러면서 스위스 계좌에 수십억 달러가 있지만 아무도 문제 삼지 않는다고 했습니다이 부부는 우리 정부가 납북자 문제 해결에 적극적으로 나서지 않는다고 비판했습니다신디 웜비어
기자들을 포함해서 왜 문재인이 가족들을 돕지 않느냐고 물어야 합니다문재인과 면담요청이 거절된 이 부부는 내일 비무장지대를 방문할 계획입니다오늘 회견에는 일본과 태국의 납북피해자 가족들도 참석해 북한에 공동 대응하기로 뜻을 모았습니다20191122 금요일 8분 전",./data\문재인.csv
19294,웃는 모습 멋있으십니다 대통령님이 웃을수있는 날이 더 많아졌으면 좋겠습니다,./data\문재인.csv
19295,송대령 입니다 파이팅 입니다,./data\문재인.csv
19296,항상 응원합니다 우리 대통령님,./data\문재인.csv
19297,내세요 항상 늘 응원합니다,./data\문재인.csv
19299,우리 대통령님,./data\문재인.csv
19300,부럽습니다ㅜㅜ 저는 언제쯤 사진 찍을 까요,./data\문재인.csv
19301,대통령님 건강하시길 기원 드립니다,./data\문재인.csv
19302,수은중독 납중독 되어가며 일하는 생산직 현장 노동자도 만나 격려좀 해주세요,./data\문재인.csv
19303,멋져요 우리 대통령님,./data\문재인.csv
19304,오늘 하루도 고생많으셨습니다 항상 건강챙기시고 응원하는 국민들이 있다는걸 잊지마세요 잠은 푹 주무시구요 푹자는 잠보다 좋은 보약은 없다고 합니다,./data\문재인.csv
19305,문재인 대통령님 늘 응원합니다,./data\문재인.csv
19306,나의 대통령,./data\문재인.csv
19307,꺅넘넘고마우사 선물같은 우리대한민국대통통령님 사랑합니다든든합니다고맙습니다계속내주세요라고 말하기도 죄송스러울정도로 너무너무 감사한분ㅜ문프합니다 많이요늘건강하시길기원합니요,./data\문재인.csv
19309,아베한테 큰소리 칠땐 언제고 이제 훠훠 거리면서 굽신대고 ㅉㅉ 븅싄이냐 ㅋㅋ일본한테 이길자신없으면 까불질 마라,./data\문재인.csv
19310,대통령님을 기원 합니다,./data\문재인.csv
19311,아무도 흔들 수 없는 나라 문재인대통령의 국민이어서 자랑스럽습니다 건강하세요,./data\문재인.csv
19313,헐 니말이맞앗음,./data\문재인.csv
19314,늘 지지 합니다,./data\문재인.csv
19315,아무도 흔들 수 없는 나라를 위해 애쓰시는 문대통령님 존경합니다 ㅎㅎ,./data\문재인.csv
19316,수고 하셨습니다,./data\문재인.csv
19317,저 우즈베키스탄 사람인데요 한국에서 아들 낳고 10년넘게 살고 있습니다,./data\문재인.csv
19318,이 시대의 진정한 갓통령,./data\문재인.csv
19319,내세요 대통령님 화이팅,./data\문재인.csv
19320,대통령님이 있어서 이 됩니다,./data\문재인.csv
19321,한국을 너무 사랑하게 되서 국적 받고싶어요,./data\문재인.csv
19322,문 대통령님 쭉 가셨으면 좋겧어용 늘화이팅입니다,./data\문재인.csv
19323,우리 남편 회사네,./data\문재인.csv
19324,대통령님 사랑합니다 내세요,./data\문재인.csv
19325,우리 대통령님 항상 건강 잘 챙기세요,./data\문재인.csv
19327,대통령님 내세요민식이법 통과 감사드리지만 나머지아이들도 꼭 부탁드립니다,./data\문재인.csv
19328,대통령님 덕분에 대한민국이 더 강해집니다 이문덕,./data\문재인.csv
19329,사랑합니다 건강하세요,./data\문재인.csv
19330,평생소원 만나서 악수하고싶어요 대통령님건강하세요,./data\문재인.csv
19331,대통령님 방위비분담금 이대로는 안됩니다 미국이 더 필요한건데도 지금 갑질하고 있네요 몇명이 주둔하고 있는지도 모르고 어떻게 쓰고 있는지도 모르고 있다는게 어이가 없습니다 토지비 건물비 세금 일체를 대고ㅠ 우리나라가 이렇게 할 필요가 없다고 봅니다 이제 미국은 오려 주둔비를 내고 한국에 있으라고 해야 합니다 아님 그동안 수고했다 니네나라로 모두 돌아가라 이렇게 배짱있게 말해도 된다고 생각합니다 그동안 낸 방위비분담금만 해도 차고 넘쳤을겁니다 무례하고 오만한 태도에 화가 납니다 이제 우리도 우리의 입장을 고수하고 저들에게 휘둘리지 말았음 좋겠습니다 자주국방을 할때가 된듯합니다 그돈이면 자주국방할 수도 있다고 봅니다 믿지 못할 미국에 의존하지 말고북한과의 평화협상을 통해 종전이 된다면 정말 좋겠습니다 북한에겐 우리의 경제력을 나누어 주고 북한에게서는 지하자원과 관광사업에 도움을 주고 이제 한반도가 남북이 아니라 하나가 되어서 상생하는 시다가 열렸으면 좋겠습니다 문프님 존경하고 언저나 응원합니다,./data\문재인.csv
19332,맞습니다 게다가 대통령님이 함께셔서 더욱 든든합니다 사랑합니다,./data\문재인.csv
19333,재앙이만 흔들수 있는나라,./data\문재인.csv
19334,소재 부품 장비 국산화에실어주십시오,./data\문재인.csv
19335,항상 존경합니다 지지합니다,./data\문재인.csv
19336,지소미아 종료 유지하세요,./data\문재인.csv
19337,대통령님 넘 든든합니다 건강잘챙기세요,./data\문재인.csv
19338,오늘도 열일하셨네요 따뜻한 저녁보내세요,./data\문재인.csv
19339,존경하는 우리의 대통령님,./data\문재인.csv
19340,대통령님 건강하세요,./data\문재인.csv
19341,대통령님 맞팔해요,./data\문재인.csv
19343,대통령님 이 드실때에는 쉬시고 일하세요 내가 들면 다른사람들도 들다는 것을 잘아시고 계신 문대통령님 항상 우리나라한국이 잘살기를 바라는 대한민국의 국민의 한사람으로 말씀을 드립니다,./data\문재인.csv
19344,대통령님 응원합니다,./data\문재인.csv
19345,항상 감사합니다 대통령님 추운날 건강 조심하세요ㅠㅠ,./data\문재인.csv
19346,최고우리 문프 건강 하세요,./data\문재인.csv
19347,아무도 흔들 수 없는 대한민국 대통령님 응원합니다 건강하세요,./data\문재인.csv
19348,응원합니다 대통령님,./data\문재인.csv
